Condition	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17	TaskObject#18	TaskObject#19	TaskObject#20	TaskObject#21
21	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim616.png,-10.00,-3.00,720.78,720.78)	pic(stim187.png,-10.00,-3.00,720.78,720.78)	pic(stim485.png,-10.00,-3.00,720.78,720.78)	pic(stim139.png,-10.00,-3.00,720.78,720.78)	pic(stim627.png,-10.00,-3.00,720.78,720.78)	pic(stim439.png,-10.00,-3.00,720.78,720.78)	pic(stim444.png,-10.00,-3.00,720.78,720.78)	pic(stim019.png,-10.00,-3.00,720.78,720.78)	pic(stim511.png,-10.00,-3.00,720.78,720.78)	pic(stim415.png,-10.00,-3.00,720.78,720.78)	pic(stim288.png,-10.00,-3.00,720.78,720.78)	pic(stim436.png,-10.00,-3.00,720.78,720.78)	pic(stim413.png,-10.00,-3.00,720.78,720.78)	pic(stim515.png,-10.00,-3.00,720.78,720.78)	pic(stim176.png,-10.00,-3.00,720.78,720.78)	pic(stim497.png,-10.00,-3.00,720.78,720.78)	pic(stim524.png,-10.00,-3.00,720.78,720.78)	pic(stim206.png,-10.00,-3.00,720.78,720.78)	pic(stim123.png,-10.00,-3.00,720.78,720.78)	pic(stim592.png,-10.00,-3.00,720.78,720.78)
22	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim225.png,-10.00,-3.00,720.78,720.78)	pic(stim355.png,-10.00,-3.00,720.78,720.78)	pic(stim390.png,-10.00,-3.00,720.78,720.78)	pic(stim398.png,-10.00,-3.00,720.78,720.78)	pic(stim038.png,-10.00,-3.00,720.78,720.78)	pic(stim431.png,-10.00,-3.00,720.78,720.78)	pic(stim594.png,-10.00,-3.00,720.78,720.78)	pic(stim322.png,-10.00,-3.00,720.78,720.78)	pic(stim252.png,-10.00,-3.00,720.78,720.78)	pic(stim195.png,-10.00,-3.00,720.78,720.78)	pic(stim374.png,-10.00,-3.00,720.78,720.78)	pic(stim601.png,-10.00,-3.00,720.78,720.78)	pic(stim181.png,-10.00,-3.00,720.78,720.78)	pic(stim284.png,-10.00,-3.00,720.78,720.78)	pic(stim514.png,-10.00,-3.00,720.78,720.78)	pic(stim259.png,-10.00,-3.00,720.78,720.78)	pic(stim290.png,-10.00,-3.00,720.78,720.78)	pic(stim160.png,-10.00,-3.00,720.78,720.78)	pic(stim463.png,-10.00,-3.00,720.78,720.78)	pic(stim046.png,-10.00,-3.00,720.78,720.78)
23	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim018.png,-10.00,-3.00,720.78,720.78)	pic(stim391.png,-10.00,-3.00,720.78,720.78)	pic(stim359.png,-10.00,-3.00,720.78,720.78)	pic(stim563.png,-10.00,-3.00,720.78,720.78)	pic(stim141.png,-10.00,-3.00,720.78,720.78)	pic(stim099.png,-10.00,-3.00,720.78,720.78)	pic(stim400.png,-10.00,-3.00,720.78,720.78)	pic(stim168.png,-10.00,-3.00,720.78,720.78)	pic(stim235.png,-10.00,-3.00,720.78,720.78)	pic(stim383.png,-10.00,-3.00,720.78,720.78)	pic(stim247.png,-10.00,-3.00,720.78,720.78)	pic(stim572.png,-10.00,-3.00,720.78,720.78)	pic(stim562.png,-10.00,-3.00,720.78,720.78)	pic(stim205.png,-10.00,-3.00,720.78,720.78)	pic(stim073.png,-10.00,-3.00,720.78,720.78)	pic(stim091.png,-10.00,-3.00,720.78,720.78)	pic(stim405.png,-10.00,-3.00,720.78,720.78)	pic(stim177.png,-10.00,-3.00,720.78,720.78)	pic(stim459.png,-10.00,-3.00,720.78,720.78)	pic(stim258.png,-10.00,-3.00,720.78,720.78)
24	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim435.png,-10.00,-3.00,720.78,720.78)	pic(stim623.png,-10.00,-3.00,720.78,720.78)	pic(stim264.png,-10.00,-3.00,720.78,720.78)	pic(stim554.png,-10.00,-3.00,720.78,720.78)	pic(stim095.png,-10.00,-3.00,720.78,720.78)	pic(stim316.png,-10.00,-3.00,720.78,720.78)	pic(stim042.png,-10.00,-3.00,720.78,720.78)	pic(stim378.png,-10.00,-3.00,720.78,720.78)	pic(stim185.png,-10.00,-3.00,720.78,720.78)	pic(stim506.png,-10.00,-3.00,720.78,720.78)	pic(stim613.png,-10.00,-3.00,720.78,720.78)	pic(stim134.png,-10.00,-3.00,720.78,720.78)	pic(stim271.png,-10.00,-3.00,720.78,720.78)	pic(stim317.png,-10.00,-3.00,720.78,720.78)	pic(stim297.png,-10.00,-3.00,720.78,720.78)	pic(stim628.png,-10.00,-3.00,720.78,720.78)	pic(stim603.png,-10.00,-3.00,720.78,720.78)	pic(stim522.png,-10.00,-3.00,720.78,720.78)	pic(stim265.png,-10.00,-3.00,720.78,720.78)	pic(stim262.png,-10.00,-3.00,720.78,720.78)
25	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim334.png,-10.00,-3.00,720.78,720.78)	pic(stim559.png,-10.00,-3.00,720.78,720.78)	pic(stim059.png,-10.00,-3.00,720.78,720.78)	pic(stim366.png,-10.00,-3.00,720.78,720.78)	pic(stim219.png,-10.00,-3.00,720.78,720.78)	pic(stim292.png,-10.00,-3.00,720.78,720.78)	pic(stim011.png,-10.00,-3.00,720.78,720.78)	pic(stim608.png,-10.00,-3.00,720.78,720.78)	pic(stim257.png,-10.00,-3.00,720.78,720.78)	pic(stim361.png,-10.00,-3.00,720.78,720.78)	pic(stim129.png,-10.00,-3.00,720.78,720.78)	pic(stim550.png,-10.00,-3.00,720.78,720.78)	pic(stim053.png,-10.00,-3.00,720.78,720.78)	pic(stim221.png,-10.00,-3.00,720.78,720.78)	pic(stim273.png,-10.00,-3.00,720.78,720.78)	pic(stim275.png,-10.00,-3.00,720.78,720.78)	pic(stim044.png,-10.00,-3.00,720.78,720.78)	pic(stim089.png,-10.00,-3.00,720.78,720.78)	pic(stim450.png,-10.00,-3.00,720.78,720.78)	pic(stim113.png,-10.00,-3.00,720.78,720.78)
26	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim491.png,-10.00,-3.00,720.78,720.78)	pic(stim479.png,-10.00,-3.00,720.78,720.78)	pic(stim241.png,-10.00,-3.00,720.78,720.78)	pic(stim003.png,-10.00,-3.00,720.78,720.78)	pic(stim336.png,-10.00,-3.00,720.78,720.78)	pic(stim590.png,-10.00,-3.00,720.78,720.78)	pic(stim580.png,-10.00,-3.00,720.78,720.78)	pic(stim188.png,-10.00,-3.00,720.78,720.78)	pic(stim462.png,-10.00,-3.00,720.78,720.78)	pic(stim528.png,-10.00,-3.00,720.78,720.78)	pic(stim170.png,-10.00,-3.00,720.78,720.78)	pic(stim314.png,-10.00,-3.00,720.78,720.78)	pic(stim183.png,-10.00,-3.00,720.78,720.78)	pic(stim249.png,-10.00,-3.00,720.78,720.78)	pic(stim213.png,-10.00,-3.00,720.78,720.78)	pic(stim216.png,-10.00,-3.00,720.78,720.78)	pic(stim615.png,-10.00,-3.00,720.78,720.78)	pic(stim138.png,-10.00,-3.00,720.78,720.78)	pic(stim480.png,-10.00,-3.00,720.78,720.78)	pic(stim574.png,-10.00,-3.00,720.78,720.78)
27	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim272.png,-10.00,-3.00,720.78,720.78)	pic(stim358.png,-10.00,-3.00,720.78,720.78)	pic(stim054.png,-10.00,-3.00,720.78,720.78)	pic(stim082.png,-10.00,-3.00,720.78,720.78)	pic(stim142.png,-10.00,-3.00,720.78,720.78)	pic(stim467.png,-10.00,-3.00,720.78,720.78)	pic(stim320.png,-10.00,-3.00,720.78,720.78)	pic(stim041.png,-10.00,-3.00,720.78,720.78)	pic(stim055.png,-10.00,-3.00,720.78,720.78)	pic(stim302.png,-10.00,-3.00,720.78,720.78)	pic(stim043.png,-10.00,-3.00,720.78,720.78)	pic(stim629.png,-10.00,-3.00,720.78,720.78)	pic(stim420.png,-10.00,-3.00,720.78,720.78)	pic(stim633.png,-10.00,-3.00,720.78,720.78)	pic(stim118.png,-10.00,-3.00,720.78,720.78)	pic(stim584.png,-10.00,-3.00,720.78,720.78)	pic(stim149.png,-10.00,-3.00,720.78,720.78)	pic(stim516.png,-10.00,-3.00,720.78,720.78)	pic(stim198.png,-10.00,-3.00,720.78,720.78)	pic(stim130.png,-10.00,-3.00,720.78,720.78)
28	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim422.png,-10.00,-3.00,720.78,720.78)	pic(stim248.png,-10.00,-3.00,720.78,720.78)	pic(stim352.png,-10.00,-3.00,720.78,720.78)	pic(stim525.png,-10.00,-3.00,720.78,720.78)	pic(stim218.png,-10.00,-3.00,720.78,720.78)	pic(stim634.png,-10.00,-3.00,720.78,720.78)	pic(stim389.png,-10.00,-3.00,720.78,720.78)	pic(stim291.png,-10.00,-3.00,720.78,720.78)	pic(stim243.png,-10.00,-3.00,720.78,720.78)	pic(stim287.png,-10.00,-3.00,720.78,720.78)	pic(stim368.png,-10.00,-3.00,720.78,720.78)	pic(stim278.png,-10.00,-3.00,720.78,720.78)	pic(stim276.png,-10.00,-3.00,720.78,720.78)	pic(stim606.png,-10.00,-3.00,720.78,720.78)	pic(stim283.png,-10.00,-3.00,720.78,720.78)	pic(stim396.png,-10.00,-3.00,720.78,720.78)	pic(stim534.png,-10.00,-3.00,720.78,720.78)	pic(stim428.png,-10.00,-3.00,720.78,720.78)	pic(stim538.png,-10.00,-3.00,720.78,720.78)	pic(stim117.png,-10.00,-3.00,720.78,720.78)
29	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim270.png,-10.00,-3.00,720.78,720.78)	pic(stim100.png,-10.00,-3.00,720.78,720.78)	pic(stim299.png,-10.00,-3.00,720.78,720.78)	pic(stim620.png,-10.00,-3.00,720.78,720.78)	pic(stim599.png,-10.00,-3.00,720.78,720.78)	pic(stim331.png,-10.00,-3.00,720.78,720.78)	pic(stim612.png,-10.00,-3.00,720.78,720.78)	pic(stim325.png,-10.00,-3.00,720.78,720.78)	pic(stim305.png,-10.00,-3.00,720.78,720.78)	pic(stim461.png,-10.00,-3.00,720.78,720.78)	pic(stim215.png,-10.00,-3.00,720.78,720.78)	pic(stim066.png,-10.00,-3.00,720.78,720.78)	pic(stim217.png,-10.00,-3.00,720.78,720.78)	pic(stim193.png,-10.00,-3.00,720.78,720.78)	pic(stim004.png,-10.00,-3.00,720.78,720.78)	pic(stim161.png,-10.00,-3.00,720.78,720.78)	pic(stim263.png,-10.00,-3.00,720.78,720.78)	pic(stim199.png,-10.00,-3.00,720.78,720.78)	pic(stim344.png,-10.00,-3.00,720.78,720.78)	pic(stim382.png,-10.00,-3.00,720.78,720.78)
30	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim561.png,-10.00,-3.00,720.78,720.78)	pic(stim067.png,-10.00,-3.00,720.78,720.78)	pic(stim207.png,-10.00,-3.00,720.78,720.78)	pic(stim591.png,-10.00,-3.00,720.78,720.78)	pic(stim232.png,-10.00,-3.00,720.78,720.78)	pic(stim333.png,-10.00,-3.00,720.78,720.78)	pic(stim076.png,-10.00,-3.00,720.78,720.78)	pic(stim155.png,-10.00,-3.00,720.78,720.78)	pic(stim070.png,-10.00,-3.00,720.78,720.78)	pic(stim487.png,-10.00,-3.00,720.78,720.78)	pic(stim010.png,-10.00,-3.00,720.78,720.78)	pic(stim611.png,-10.00,-3.00,720.78,720.78)	pic(stim328.png,-10.00,-3.00,720.78,720.78)	pic(stim453.png,-10.00,-3.00,720.78,720.78)	pic(stim640.png,-10.00,-3.00,720.78,720.78)	pic(stim307.png,-10.00,-3.00,720.78,720.78)	pic(stim094.png,-10.00,-3.00,720.78,720.78)	pic(stim455.png,-10.00,-3.00,720.78,720.78)	pic(stim194.png,-10.00,-3.00,720.78,720.78)	pic(stim062.png,-10.00,-3.00,720.78,720.78)
31	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim189.png,-10.00,-3.00,720.78,720.78)	pic(stim338.png,-10.00,-3.00,720.78,720.78)	pic(stim600.png,-10.00,-3.00,720.78,720.78)	pic(stim007.png,-10.00,-3.00,720.78,720.78)	pic(stim167.png,-10.00,-3.00,720.78,720.78)	pic(stim448.png,-10.00,-3.00,720.78,720.78)	pic(stim156.png,-10.00,-3.00,720.78,720.78)	pic(stim068.png,-10.00,-3.00,720.78,720.78)	pic(stim447.png,-10.00,-3.00,720.78,720.78)	pic(stim093.png,-10.00,-3.00,720.78,720.78)	pic(stim109.png,-10.00,-3.00,720.78,720.78)	pic(stim020.png,-10.00,-3.00,720.78,720.78)	pic(stim034.png,-10.00,-3.00,720.78,720.78)	pic(stim388.png,-10.00,-3.00,720.78,720.78)	pic(stim505.png,-10.00,-3.00,720.78,720.78)	pic(stim126.png,-10.00,-3.00,720.78,720.78)	pic(stim565.png,-10.00,-3.00,720.78,720.78)	pic(stim111.png,-10.00,-3.00,720.78,720.78)	pic(stim140.png,-10.00,-3.00,720.78,720.78)	pic(stim567.png,-10.00,-3.00,720.78,720.78)
32	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim132.png,-10.00,-3.00,720.78,720.78)	pic(stim009.png,-10.00,-3.00,720.78,720.78)	pic(stim298.png,-10.00,-3.00,720.78,720.78)	pic(stim353.png,-10.00,-3.00,720.78,720.78)	pic(stim577.png,-10.00,-3.00,720.78,720.78)	pic(stim356.png,-10.00,-3.00,720.78,720.78)	pic(stim624.png,-10.00,-3.00,720.78,720.78)	pic(stim058.png,-10.00,-3.00,720.78,720.78)	pic(stim425.png,-10.00,-3.00,720.78,720.78)	pic(stim402.png,-10.00,-3.00,720.78,720.78)	pic(stim346.png,-10.00,-3.00,720.78,720.78)	pic(stim546.png,-10.00,-3.00,720.78,720.78)	pic(stim569.png,-10.00,-3.00,720.78,720.78)	pic(stim543.png,-10.00,-3.00,720.78,720.78)	pic(stim028.png,-10.00,-3.00,720.78,720.78)	pic(stim266.png,-10.00,-3.00,720.78,720.78)	pic(stim365.png,-10.00,-3.00,720.78,720.78)	pic(stim026.png,-10.00,-3.00,720.78,720.78)	pic(stim527.png,-10.00,-3.00,720.78,720.78)	pic(stim496.png,-10.00,-3.00,720.78,720.78)
33	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim197.png,-10.00,-3.00,720.78,720.78)	pic(stim490.png,-10.00,-3.00,720.78,720.78)	pic(stim109.png,-10.00,-3.00,720.78,720.78)	pic(stim260.png,-10.00,-3.00,720.78,720.78)	pic(stim017.png,-10.00,-3.00,720.78,720.78)	pic(stim154.png,-10.00,-3.00,720.78,720.78)	pic(stim614.png,-10.00,-3.00,720.78,720.78)	pic(stim244.png,-10.00,-3.00,720.78,720.78)	pic(stim057.png,-10.00,-3.00,720.78,720.78)	pic(stim187.png,-10.00,-3.00,720.78,720.78)	pic(stim220.png,-10.00,-3.00,720.78,720.78)	pic(stim226.png,-10.00,-3.00,720.78,720.78)	pic(stim516.png,-10.00,-3.00,720.78,720.78)	pic(stim192.png,-10.00,-3.00,720.78,720.78)	pic(stim475.png,-10.00,-3.00,720.78,720.78)	pic(stim436.png,-10.00,-3.00,720.78,720.78)	pic(stim034.png,-10.00,-3.00,720.78,720.78)	pic(stim161.png,-10.00,-3.00,720.78,720.78)	pic(stim035.png,-10.00,-3.00,720.78,720.78)	pic(stim590.png,-10.00,-3.00,720.78,720.78)
34	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim259.png,-10.00,-3.00,720.78,720.78)	pic(stim482.png,-10.00,-3.00,720.78,720.78)	pic(stim600.png,-10.00,-3.00,720.78,720.78)	pic(stim533.png,-10.00,-3.00,720.78,720.78)	pic(stim639.png,-10.00,-3.00,720.78,720.78)	pic(stim561.png,-10.00,-3.00,720.78,720.78)	pic(stim531.png,-10.00,-3.00,720.78,720.78)	pic(stim006.png,-10.00,-3.00,720.78,720.78)	pic(stim241.png,-10.00,-3.00,720.78,720.78)	pic(stim465.png,-10.00,-3.00,720.78,720.78)	pic(stim530.png,-10.00,-3.00,720.78,720.78)	pic(stim337.png,-10.00,-3.00,720.78,720.78)	pic(stim454.png,-10.00,-3.00,720.78,720.78)	pic(stim359.png,-10.00,-3.00,720.78,720.78)	pic(stim300.png,-10.00,-3.00,720.78,720.78)	pic(stim123.png,-10.00,-3.00,720.78,720.78)	pic(stim414.png,-10.00,-3.00,720.78,720.78)	pic(stim545.png,-10.00,-3.00,720.78,720.78)	pic(stim616.png,-10.00,-3.00,720.78,720.78)	pic(stim493.png,-10.00,-3.00,720.78,720.78)
35	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim205.png,-10.00,-3.00,720.78,720.78)	pic(stim511.png,-10.00,-3.00,720.78,720.78)	pic(stim510.png,-10.00,-3.00,720.78,720.78)	pic(stim504.png,-10.00,-3.00,720.78,720.78)	pic(stim304.png,-10.00,-3.00,720.78,720.78)	pic(stim222.png,-10.00,-3.00,720.78,720.78)	pic(stim507.png,-10.00,-3.00,720.78,720.78)	pic(stim534.png,-10.00,-3.00,720.78,720.78)	pic(stim502.png,-10.00,-3.00,720.78,720.78)	pic(stim538.png,-10.00,-3.00,720.78,720.78)	pic(stim312.png,-10.00,-3.00,720.78,720.78)	pic(stim234.png,-10.00,-3.00,720.78,720.78)	pic(stim294.png,-10.00,-3.00,720.78,720.78)	pic(stim522.png,-10.00,-3.00,720.78,720.78)	pic(stim403.png,-10.00,-3.00,720.78,720.78)	pic(stim064.png,-10.00,-3.00,720.78,720.78)	pic(stim249.png,-10.00,-3.00,720.78,720.78)	pic(stim129.png,-10.00,-3.00,720.78,720.78)	pic(stim170.png,-10.00,-3.00,720.78,720.78)	pic(stim633.png,-10.00,-3.00,720.78,720.78)
36	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim158.png,-10.00,-3.00,720.78,720.78)	pic(stim601.png,-10.00,-3.00,720.78,720.78)	pic(stim296.png,-10.00,-3.00,720.78,720.78)	pic(stim011.png,-10.00,-3.00,720.78,720.78)	pic(stim381.png,-10.00,-3.00,720.78,720.78)	pic(stim083.png,-10.00,-3.00,720.78,720.78)	pic(stim050.png,-10.00,-3.00,720.78,720.78)	pic(stim456.png,-10.00,-3.00,720.78,720.78)	pic(stim264.png,-10.00,-3.00,720.78,720.78)	pic(stim594.png,-10.00,-3.00,720.78,720.78)	pic(stim268.png,-10.00,-3.00,720.78,720.78)	pic(stim125.png,-10.00,-3.00,720.78,720.78)	pic(stim473.png,-10.00,-3.00,720.78,720.78)	pic(stim336.png,-10.00,-3.00,720.78,720.78)	pic(stim160.png,-10.00,-3.00,720.78,720.78)	pic(stim478.png,-10.00,-3.00,720.78,720.78)	pic(stim099.png,-10.00,-3.00,720.78,720.78)	pic(stim096.png,-10.00,-3.00,720.78,720.78)	pic(stim236.png,-10.00,-3.00,720.78,720.78)	pic(stim271.png,-10.00,-3.00,720.78,720.78)
37	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim542.png,-10.00,-3.00,720.78,720.78)	pic(stim005.png,-10.00,-3.00,720.78,720.78)	pic(stim620.png,-10.00,-3.00,720.78,720.78)	pic(stim520.png,-10.00,-3.00,720.78,720.78)	pic(stim366.png,-10.00,-3.00,720.78,720.78)	pic(stim546.png,-10.00,-3.00,720.78,720.78)	pic(stim178.png,-10.00,-3.00,720.78,720.78)	pic(stim411.png,-10.00,-3.00,720.78,720.78)	pic(stim028.png,-10.00,-3.00,720.78,720.78)	pic(stim025.png,-10.00,-3.00,720.78,720.78)	pic(stim284.png,-10.00,-3.00,720.78,720.78)	pic(stim029.png,-10.00,-3.00,720.78,720.78)	pic(stim393.png,-10.00,-3.00,720.78,720.78)	pic(stim262.png,-10.00,-3.00,720.78,720.78)	pic(stim613.png,-10.00,-3.00,720.78,720.78)	pic(stim361.png,-10.00,-3.00,720.78,720.78)	pic(stim394.png,-10.00,-3.00,720.78,720.78)	pic(stim609.png,-10.00,-3.00,720.78,720.78)	pic(stim164.png,-10.00,-3.00,720.78,720.78)	pic(stim371.png,-10.00,-3.00,720.78,720.78)
38	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim056.png,-10.00,-3.00,720.78,720.78)	pic(stim115.png,-10.00,-3.00,720.78,720.78)	pic(stim571.png,-10.00,-3.00,720.78,720.78)	pic(stim362.png,-10.00,-3.00,720.78,720.78)	pic(stim239.png,-10.00,-3.00,720.78,720.78)	pic(stim281.png,-10.00,-3.00,720.78,720.78)	pic(stim385.png,-10.00,-3.00,720.78,720.78)	pic(stim277.png,-10.00,-3.00,720.78,720.78)	pic(stim031.png,-10.00,-3.00,720.78,720.78)	pic(stim067.png,-10.00,-3.00,720.78,720.78)	pic(stim217.png,-10.00,-3.00,720.78,720.78)	pic(stim122.png,-10.00,-3.00,720.78,720.78)	pic(stim583.png,-10.00,-3.00,720.78,720.78)	pic(stim476.png,-10.00,-3.00,720.78,720.78)	pic(stim398.png,-10.00,-3.00,720.78,720.78)	pic(stim331.png,-10.00,-3.00,720.78,720.78)	pic(stim558.png,-10.00,-3.00,720.78,720.78)	pic(stim229.png,-10.00,-3.00,720.78,720.78)	pic(stim544.png,-10.00,-3.00,720.78,720.78)	pic(stim256.png,-10.00,-3.00,720.78,720.78)
39	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim033.png,-10.00,-3.00,720.78,720.78)	pic(stim210.png,-10.00,-3.00,720.78,720.78)	pic(stim157.png,-10.00,-3.00,720.78,720.78)	pic(stim625.png,-10.00,-3.00,720.78,720.78)	pic(stim032.png,-10.00,-3.00,720.78,720.78)	pic(stim183.png,-10.00,-3.00,720.78,720.78)	pic(stim084.png,-10.00,-3.00,720.78,720.78)	pic(stim565.png,-10.00,-3.00,720.78,720.78)	pic(stim391.png,-10.00,-3.00,720.78,720.78)	pic(stim638.png,-10.00,-3.00,720.78,720.78)	pic(stim460.png,-10.00,-3.00,720.78,720.78)	pic(stim593.png,-10.00,-3.00,720.78,720.78)	pic(stim046.png,-10.00,-3.00,720.78,720.78)	pic(stim195.png,-10.00,-3.00,720.78,720.78)	pic(stim603.png,-10.00,-3.00,720.78,720.78)	pic(stim110.png,-10.00,-3.00,720.78,720.78)	pic(stim335.png,-10.00,-3.00,720.78,720.78)	pic(stim069.png,-10.00,-3.00,720.78,720.78)	pic(stim022.png,-10.00,-3.00,720.78,720.78)	pic(stim093.png,-10.00,-3.00,720.78,720.78)
40	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim484.png,-10.00,-3.00,720.78,720.78)	pic(stim085.png,-10.00,-3.00,720.78,720.78)	pic(stim077.png,-10.00,-3.00,720.78,720.78)	pic(stim186.png,-10.00,-3.00,720.78,720.78)	pic(stim543.png,-10.00,-3.00,720.78,720.78)	pic(stim481.png,-10.00,-3.00,720.78,720.78)	pic(stim611.png,-10.00,-3.00,720.78,720.78)	pic(stim598.png,-10.00,-3.00,720.78,720.78)	pic(stim330.png,-10.00,-3.00,720.78,720.78)	pic(stim495.png,-10.00,-3.00,720.78,720.78)	pic(stim233.png,-10.00,-3.00,720.78,720.78)	pic(stim282.png,-10.00,-3.00,720.78,720.78)	pic(stim043.png,-10.00,-3.00,720.78,720.78)	pic(stim329.png,-10.00,-3.00,720.78,720.78)	pic(stim240.png,-10.00,-3.00,720.78,720.78)	pic(stim246.png,-10.00,-3.00,720.78,720.78)	pic(stim252.png,-10.00,-3.00,720.78,720.78)	pic(stim340.png,-10.00,-3.00,720.78,720.78)	pic(stim536.png,-10.00,-3.00,720.78,720.78)	pic(stim090.png,-10.00,-3.00,720.78,720.78)
41	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim151.png,-10.00,-3.00,720.78,720.78)	pic(stim286.png,-10.00,-3.00,720.78,720.78)	pic(stim567.png,-10.00,-3.00,720.78,720.78)	pic(stim307.png,-10.00,-3.00,720.78,720.78)	pic(stim429.png,-10.00,-3.00,720.78,720.78)	pic(stim223.png,-10.00,-3.00,720.78,720.78)	pic(stim628.png,-10.00,-3.00,720.78,720.78)	pic(stim276.png,-10.00,-3.00,720.78,720.78)	pic(stim201.png,-10.00,-3.00,720.78,720.78)	pic(stim607.png,-10.00,-3.00,720.78,720.78)	pic(stim635.png,-10.00,-3.00,720.78,720.78)	pic(stim432.png,-10.00,-3.00,720.78,720.78)	pic(stim315.png,-10.00,-3.00,720.78,720.78)	pic(stim505.png,-10.00,-3.00,720.78,720.78)	pic(stim070.png,-10.00,-3.00,720.78,720.78)	pic(stim479.png,-10.00,-3.00,720.78,720.78)	pic(stim275.png,-10.00,-3.00,720.78,720.78)	pic(stim452.png,-10.00,-3.00,720.78,720.78)	pic(stim283.png,-10.00,-3.00,720.78,720.78)	pic(stim287.png,-10.00,-3.00,720.78,720.78)
42	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim171.png,-10.00,-3.00,720.78,720.78)	pic(stim376.png,-10.00,-3.00,720.78,720.78)	pic(stim498.png,-10.00,-3.00,720.78,720.78)	pic(stim595.png,-10.00,-3.00,720.78,720.78)	pic(stim514.png,-10.00,-3.00,720.78,720.78)	pic(stim153.png,-10.00,-3.00,720.78,720.78)	pic(stim257.png,-10.00,-3.00,720.78,720.78)	pic(stim626.png,-10.00,-3.00,720.78,720.78)	pic(stim190.png,-10.00,-3.00,720.78,720.78)	pic(stim214.png,-10.00,-3.00,720.78,720.78)	pic(stim500.png,-10.00,-3.00,720.78,720.78)	pic(stim293.png,-10.00,-3.00,720.78,720.78)	pic(stim012.png,-10.00,-3.00,720.78,720.78)	pic(stim439.png,-10.00,-3.00,720.78,720.78)	pic(stim323.png,-10.00,-3.00,720.78,720.78)	pic(stim377.png,-10.00,-3.00,720.78,720.78)	pic(stim150.png,-10.00,-3.00,720.78,720.78)	pic(stim081.png,-10.00,-3.00,720.78,720.78)	pic(stim415.png,-10.00,-3.00,720.78,720.78)	pic(stim316.png,-10.00,-3.00,720.78,720.78)
43	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim174.png,-10.00,-3.00,720.78,720.78)	pic(stim146.png,-10.00,-3.00,720.78,720.78)	pic(stim274.png,-10.00,-3.00,720.78,720.78)	pic(stim014.png,-10.00,-3.00,720.78,720.78)	pic(stim008.png,-10.00,-3.00,720.78,720.78)	pic(stim016.png,-10.00,-3.00,720.78,720.78)	pic(stim270.png,-10.00,-3.00,720.78,720.78)	pic(stim552.png,-10.00,-3.00,720.78,720.78)	pic(stim458.png,-10.00,-3.00,720.78,720.78)	pic(stim382.png,-10.00,-3.00,720.78,720.78)	pic(stim065.png,-10.00,-3.00,720.78,720.78)	pic(stim437.png,-10.00,-3.00,720.78,720.78)	pic(stim343.png,-10.00,-3.00,720.78,720.78)	pic(stim608.png,-10.00,-3.00,720.78,720.78)	pic(stim204.png,-10.00,-3.00,720.78,720.78)	pic(stim555.png,-10.00,-3.00,720.78,720.78)	pic(stim023.png,-10.00,-3.00,720.78,720.78)	pic(stim044.png,-10.00,-3.00,720.78,720.78)	pic(stim255.png,-10.00,-3.00,720.78,720.78)	pic(stim001.png,-10.00,-3.00,720.78,720.78)
